object_id	trip_id
17.536.948-1	TPT065 TPT066
13.133.219-k	IIC167
21.392.564-4	IIC076
10.809.496-6	IIC087
20.223.881-5	IIC013
13.051.103-1	TPT105
7.995.170-6	TPT06F
5.353.766-9	IIC05C
5.181.740-k	IIC184
12.673.464-6	TPT116
15.500.728-1	IIC202
12.515.291-k	IIC07G
15.280.177-7	TPT024
14.291.801-3	IIC153
9.097.622-2	TPT093
12.290.443-1	IIC177
11.172.890-9	IIC07B
11.256.681-3	IIC192
20.767.132-k	IIC08C
8.626.144-8	IIC202
10.932.021-8	IIC068
8.358.607-9	IIC133
11.106.931-k	IIC091
20.563.079-1	IIC125
8.888.830-8	IIC04C
17.298.815-6	IIC176
18.146.362-7	IIC01B
14.444.819-7	IIC204
18.348.641-1	IIC04E
16.288.867-6	IIC154
6.214.910-8	IIC176
16.123.931-3	TPT111
14.939.938-k	IIC153
6.614.854-8	IIC08C
11.481.677-9	IIC203
11.429.310-5	IIC012
18.708.651-5	IIC216
17.018.309-6	IIC068
9.611.117-7	IIC08F
16.383.181-3	IIC072
7.746.359-3	IIC027
20.270.983-4	IIC03E
17.965.419-9	IIC089
17.197.941-2	IIC204
14.756.528-3	IIC181
5.591.955-k	IIC097
20.258.025-4	IIC196
14.335.436-9	IIC162
15.301.247-4	IIC027
10.744.042-9	IIC08D
7.139.036-5	IIC039
20.903.384-4	IIC204
5.377.511-k	IIC151
5.263.856-9	IIC087
8.400.513-4	IIC11F
9.664.595-3	TPT109
15.587.642-5	IIC05C
21.282.380-5	IIC069
16.098.516-k	TPT132
14.210.090-8	IIC04F
17.838.374-4	IIC03F
15.390.198-8	IIC064
7.843.056-7	IIC198
16.370.165-k	TPT125
5.039.624-k	IIC01B
5.953.908-6	IIC074
8.078.719-7	IIC142
11.136.077-4	IIC201
20.345.868-1	IIC03E
5.217.679-4	IIC058
5.278.465-4	TPT091
17.128.833-9	IIC06B
7.128.406-9	IIC02A
15.942.240-2	IIC087 IIC141
14.363.270-9	TPT052
20.172.939-4	IIC03F
21.874.657-8	IIC07E
7.922.851-6	IIC197
8.606.174-k	IIC08F
6.351.396-2	IIC216
15.883.594-k	IIC07D
11.883.463-1	IIC087
14.717.333-4	IIC028
19.701.596-9	IIC113
14.110.311-3	IIC191
20.841.540-9	TPT118
12.796.278-2	IIC178
21.229.291-5	IIC041
12.631.950-9	IIC194
12.018.519-5	IIC207
12.242.501-k	IIC113
16.291.473-1	IIC059
6.152.948-9	IIC058
18.933.476-1	IIC127
9.386.715-7	IIC196
18.242.778-k	IIC181
7.596.845-k	IIC112
8.895.927-2	IIC043
17.532.054-7	IIC164
18.935.884-9	IIC214
6.644.030-3	IIC036
18.045.650-3	IIC121
15.670.963-8	IIC034
8.150.555-1	IIC131
17.940.153-3	IIC11D
5.854.509-k	IIC03G
14.185.163-2	IIC192
20.086.235-k	TPT063
10.965.468-k	IIC084
7.177.318-3	TPT037 TPT038
19.456.752-9	IIC05D
14.850.040-1	IIC215 IIC214
21.810.541-6	IIC182
20.799.916-4	IIC019
7.321.743-1	IIC06B
10.567.372-8	IIC218
18.080.531-1	IIC198
15.594.153-7	IIC154 IIC09G
18.946.448-7	TPT03B
6.419.461-5	IIC216
12.386.715-7	IIC027
18.794.085-k	IIC131
9.781.710-3	IIC082
16.510.218-5	IIC161
6.286.334-k	IIC151
7.690.937-7	IIC085
21.043.682-k	IIC041 IIC042
13.084.974-1	IIC206
11.508.824-6	IIC123
12.172.690-4	IIC192
19.236.630-5	IIC204
12.641.140-5	IIC04E
18.759.662-9	IIC035
13.231.892-1	IIC106
9.585.333-1	IIC06D
8.644.553-k	IIC161
9.327.884-4	IIC194
16.133.723-4	IIC183
7.671.184-4	IIC182
19.801.777-9	IIC09C
8.128.371-k	IIC168
18.180.275-8	IIC102
7.055.733-9	IIC138
19.282.688-8	IIC151
15.448.494-9	IIC125
8.347.099-2	IIC11C
9.427.682-9	IIC016
18.931.551-1	IIC208
8.395.940-1	IIC117
6.077.980-5	IIC076
16.893.528-5	IIC08D
18.518.150-2	IIC144
16.968.111-2	IIC03C
12.674.155-3	IIC089
15.077.287-7	IIC215
15.975.247-k	IIC018
15.688.787-k	IIC08G
11.452.693-2	IIC01A IIC019
17.932.494-6	TPT082 TPT081
18.664.593-6	IIC083
20.322.953-4	IIC164
18.935.620-k	IIC07F
21.513.502-k	IIC095
16.453.312-3	IIC054
19.528.102-5	IIC08B
6.204.139-k	IIC173
5.115.926-8	IIC123
12.998.695-6	IIC161
19.336.519-1	TPT075
10.842.301-3	IIC02F
21.155.726-5	IIC151
16.166.707-2	IIC214
21.471.904-5	IIC04C
6.110.258-2	IIC133
6.836.644-5	IIC092
16.750.786-7	IIC101
18.009.889-5	IIC037
19.993.685-9	IIC03B
8.365.414-7	IIC036
8.665.574-8	IIC046
12.608.561-3	IIC031
20.163.303-6	IIC195
19.238.374-9	IIC134
16.535.714-k	IIC08D IIC143
14.763.244-4	IIC086 IIC142
7.397.454-2	IIC153
18.652.300-8	IIC095 IIC151
5.005.559-k	IIC207
15.240.419-k	IIC154
13.962.146-8	IIC05D
21.210.641-k	TPT017
9.528.003-k	IIC194
10.239.309-k	IIC025
8.138.558-k	IIC011
19.183.642-1	IIC091
15.033.455-1	IIC01D
17.630.873-7	IIC096
6.993.743-8	IIC192
5.628.735-3	IIC152
5.022.935-1	IIC143
9.194.589-4	IIC081
12.419.818-6	IIC191
7.942.849-3	IIC122
14.010.914-2	IIC167
13.452.899-k	TPT138
13.298.924-9	IIC122
17.742.231-2	IIC165
17.110.148-4	IIC178
13.125.829-1	IIC183
12.888.644-3	TPT124
8.843.408-k	IIC141
15.371.848-2	IIC143
21.275.043-3	IIC193
19.377.998-k	IIC05B
21.666.434-5	IIC202
20.127.390-k	IIC211
6.015.595-k	IIC153
20.209.714-6	TPT021
16.270.461-3	IIC035
5.575.723-2	IIC063
5.273.234-4	IIC101
17.955.872-6	IIC041 IIC042
5.097.212-7	IIC167
16.241.461-5	IIC03B
20.177.895-6	TPT024 TPT025
19.762.984-3	IIC178
21.617.548-4	IIC136
17.295.712-9	IIC11G
21.748.175-9	IIC163
19.796.714-5	IIC183
11.801.384-k	IIC104
7.550.406-3	IIC132 IIC133
10.239.972-2	IIC053
21.220.451-k	IIC142
17.202.729-6	IIC08F
12.414.812-k	IIC217
8.218.196-2	IIC09B
7.388.828-k	IIC03C
11.993.525-3	IIC133
19.967.815-9	TPT06D
21.885.329-3	IIC173
17.124.798-5	TPT091
19.604.764-6	IIC168
18.456.606-k	IIC023
16.145.089-8	IIC115
7.094.383-2	IIC168
14.959.779-4	TPT017
21.819.253-k	IIC191
19.951.665-5	IIC114
12.133.518-2	IIC02D
12.045.754-3	IIC123
9.698.529-k	IIC177
16.180.248-4	IIC093
18.450.086-8	IIC01F
9.508.535-k	IIC01E IIC01D
6.239.036-k	IIC121
7.277.073-k	IIC02B
12.632.103-1	IIC05B
12.665.838-9	IIC161
18.187.612-3	IIC059
13.560.827-k	IIC05F
7.617.016-9	IIC124
13.064.343-4	IIC066
7.152.312-8	IIC087
9.384.516-1	IIC11F
18.214.332-4	IIC216
13.129.551-k	IIC177
19.805.797-5	IIC131
19.219.098-3	IIC136 IIC137
7.362.591-2	IIC162
13.233.343-2	IIC191
11.226.673-9	TPT06E
15.063.947-6	IIC126
12.382.534-9	IIC142
12.427.302-1	IIC161
11.394.815-9	IIC142
14.217.193-7	IIC08B
13.311.053-4	TPT096 IIC04C
20.982.982-7	IIC134
17.596.589-k	IIC09E
21.933.907-k	IIC152
18.734.926-5	IIC116
7.714.365-3	IIC191
21.133.105-4	IIC141
9.881.862-6	IIC213
15.460.958-k	IIC216
5.674.795-8	IIC106
17.434.129-k	IIC053
18.669.156-3	TPT125
10.654.684-3	IIC014
9.445.459-k	TPT065
7.743.530-1	IIC175
16.962.327-9	IIC137
7.570.052-k	IIC215 IIC214
14.029.387-3	IIC108
20.725.908-k	IIC137
8.193.739-7	IIC047
5.399.520-9	IIC07B
18.475.490-8	IIC08C
6.904.199-k	TPT091
11.643.143-2	IIC07B
9.065.261-3	TPT03B TPT03C
6.628.841-2	IIC078
17.443.437-9	IIC183
10.103.687-1	IIC196
20.384.701-7	TPT073
9.971.365-8	IIC095
13.500.105-8	IIC017
5.317.143-5	TPT039
17.267.430-5	IIC195
21.763.383-4	IIC195
5.648.660-7	IIC198
12.619.801-9	IIC191
5.945.413-7	IIC095
5.488.539-3	IIC161
13.795.858-9	TPT112
10.270.420-7	TPT02D
11.852.661-9	IIC039
18.035.004-7	IIC163
10.534.861-4	IIC135
9.942.002-2	IIC01E
20.722.093-k	IIC027
13.522.626-2	IIC079
7.474.358-7	IIC144
17.308.085-9	IIC105
6.926.406-9	IIC049
20.237.163-9	IIC204
20.485.288-k	IIC195
5.129.913-2	IIC131
13.116.103-4	IIC207
11.239.055-3	IIC04G
18.899.953-k	IIC08F
6.484.799-6	IIC134
18.237.833-k	IIC093
21.458.865-k	IIC01C
17.328.879-4	IIC11B
15.085.899-2	IIC161
18.209.531-1	IIC162
14.302.222-6	IIC121
15.583.238-k	IIC07G
20.042.749-1	IIC142
5.759.995-2	IIC011
19.920.100-k	IIC164
7.351.917-9	TPT06E
9.778.501-5	IIC051
7.124.351-6	IIC206
16.851.561-8	IIC175
8.085.527-3	IIC132 IIC133
13.934.429-4	IIC178
6.242.205-k	IIC02E
5.048.815-2	IIC018 IIC017
17.743.250-4	IIC03A
19.016.761-5	TPT121
8.290.994-k	IIC011
9.045.284-3	IIC091
15.941.568-6	IIC097
7.831.023-5	IIC214
16.715.045-4	IIC166
17.543.087-3	IIC022
19.109.693-2	IIC128
11.912.154-k	IIC134
15.362.196-9	IIC173
17.666.253-k	IIC076
21.540.501-k	TPT052
17.255.744-9	IIC196
11.241.251-4	IIC105
10.992.616-7	IIC051
15.589.469-5	TPT01E
19.701.226-9	IIC162
9.386.666-5	IIC031
17.414.610-1	IIC163
10.346.430-7	IIC087
21.482.263-6	TPT088
9.272.718-1	IIC062
6.081.890-8	IIC048
14.722.283-1	IIC193
20.935.438-1	IIC163
13.128.691-k	TPT10B
8.276.672-3	IIC068
15.854.202-1	IIC183
19.071.388-1	IIC125
19.150.708-8	IIC212
14.732.122-8	IIC02C
19.348.076-4	IIC201
8.104.445-7	IIC137
13.634.758-6	IIC05C
7.627.594-7	IIC213
12.135.172-2	IIC191
15.096.450-4	IIC125
19.572.684-1	IIC134
13.707.958-5	IIC168
7.859.373-3	IIC153
19.875.094-8	IIC164
8.405.617-k	IIC01E
11.004.574-3	IIC197
16.173.189-7	IIC154 IIC09E
16.378.973-6	IIC167
5.108.906-5	IIC091
5.300.934-4	IIC191
10.493.757-8	IIC168
20.105.135-5	IIC142
21.367.138-3	IIC07B
13.808.372-1	IIC154
7.302.094-8	IIC195
21.515.697-4	TPT014
12.233.298-5	IIC11D
10.942.864-7	IIC143
12.766.829-9	TPT06B TPT06C
8.954.330-4	IIC204
20.025.788-k	IIC038
16.381.107-3	TPT02M
21.019.998-5	IIC102
6.832.649-4	TPT069
16.130.330-5	IIC217
5.274.040-1	IIC183
11.731.485-5	IIC07F
7.366.284-2	IIC183
5.089.702-8	IIC175
9.465.757-1	IIC172
20.577.865-9	IIC164
12.296.035-8	IIC08B
16.338.970-3	IIC11D
11.620.340-5	IIC09D
20.236.543-4	IIC044
6.610.051-k	IIC164
16.221.708-9	IIC047
8.034.882-7	IIC01D
8.599.355-k	IIC023
7.849.146-9	IIC183
15.623.798-1	TPT103
7.284.290-1	IIC154 IIC09G
18.951.452-2	IIC127
19.112.362-k	IIC214
8.927.049-9	IIC09C
15.596.958-k	IIC132
12.825.273-8	IIC09C
7.627.147-k	IIC052
9.727.748-6	IIC143
14.399.139-3	IIC06D
11.121.202-3	IIC167
9.220.280-1	IIC165
18.789.912-5	TPT013
19.102.571-7	TPT02K
20.983.488-k	IIC122
17.512.889-1	IIC212
13.692.666-7	IIC057
14.493.563-2	IIC07A
16.815.118-7	IIC138
8.215.986-k	IIC132
6.811.221-4	IIC021
9.305.296-k	IIC08F IIC143
9.424.287-8	TPT133
8.088.217-3	IIC205
6.174.159-3	IIC03G
8.486.542-7	IIC207
17.606.325-4	IIC124
20.520.747-3	IIC08D
9.348.267-k	IIC203
13.318.481-3	IIC091
10.237.920-9	IIC217 IIC216
9.072.599-8	IIC09A
16.249.958-k	IIC112
18.686.267-8	IIC177
17.957.945-6	IIC161
5.806.249-9	IIC154
19.121.645-8	TPT022
6.803.836-7	IIC02A
21.460.898-7	IIC061
5.694.921-6	IIC02C
21.569.996-k	IIC046
14.724.750-8	IIC059
10.159.608-7	IIC214
14.316.736-4	TPT087
18.970.736-3	IIC017
10.634.244-k	IIC01A
18.416.155-9	IIC11D
7.386.838-6	IIC02B
17.008.763-1	IIC03C
16.867.702-2	IIC038
6.057.321-2	IIC141
11.849.020-7	TPT014
13.526.109-2	IIC11E
11.670.543-5	IIC01C
9.689.103-2	IIC201
5.903.682-3	IIC193
6.084.447-k	IIC04B IIC04C
21.682.874-7	IIC11F
16.811.373-k	IIC013
18.527.240-k	IIC093
6.591.291-k	IIC111
13.184.358-5	IIC123
14.261.407-3	IIC206
17.771.563-8	IIC058
17.139.400-7	IIC173
17.174.725-2	IIC01E IIC01D
19.047.723-1	IIC106
14.248.923-6	IIC083
12.091.568-1	TPT038
15.663.111-6	IIC198
19.898.160-5	TPT033
5.508.403-3	IIC217 IIC216
20.586.567-5	IIC099
10.116.842-5	IIC115
11.218.752-9	IIC06E
7.081.818-3	TPT082
6.254.850-9	IIC123
10.823.898-4	IIC05D
18.892.008-k	TPT02K TPT02L
7.614.183-5	IIC174
14.994.186-k	IIC212
10.765.193-4	IIC217
17.399.354-4	IIC057
11.570.368-4	IIC134
14.462.310-k	IIC084
16.747.711-9	IIC06E
11.967.266-k	IIC164
14.542.282-5	IIC162
18.439.490-1	IIC082
18.852.560-1	IIC072
11.830.277-k	TPT10F
18.584.769-1	IIC041 IIC042
6.446.268-7	IIC083
13.936.067-2	IIC02C
14.673.424-3	IIC181
16.084.586-4	IIC032
16.044.421-5	IIC02A
20.456.798-k	IIC083
5.326.984-2	IIC211
6.683.989-3	IIC176
7.237.567-k	IIC01A
6.244.922-5	TPT036
21.960.174-3	IIC025
15.345.542-2	IIC128
5.878.731-k	IIC152 IIC098
15.615.292-7	IIC078
15.276.861-3	IIC161
21.036.967-8	IIC137
18.308.841-6	IIC037
8.155.282-7	TPT032 TPT031
8.729.619-9	IIC154
12.327.969-7	IIC164
11.024.957-8	IIC211
21.544.200-4	IIC127
16.097.576-8	IIC051
21.237.035-5	TPT034
21.494.557-6	IIC173
18.535.036-3	IIC08A
10.106.377-1	IIC154
19.627.163-5	IIC127
16.598.244-4	TPT10C
13.247.403-6	IIC046 IIC045
9.604.668-5	IIC097
13.870.243-k	IIC028
14.830.887-k	IIC07A
18.185.099-k	IIC198
21.207.145-5	IIC211
17.574.101-1	IIC061
11.562.817-8	IIC207
17.044.432-9	IIC047
6.470.693-4	IIC202
9.763.631-1	IIC076
12.129.157-6	IIC012 IIC011
6.773.870-5	IIC11B
10.786.320-6	IIC161
13.352.898-9	IIC125
18.234.632-2	IIC171
15.333.695-4	IIC212
6.518.243-2	IIC184
18.880.540-k	IIC141
14.171.228-4	IIC154
13.506.021-6	TPT114
9.013.761-1	IIC062
10.159.799-7	IIC084
7.944.946-6	IIC167
15.009.208-6	IIC165
20.770.482-2	IIC214
14.914.428-5	IIC08G
10.758.276-2	IIC136
14.444.615-1	TPT127
5.207.887-3	IIC127
5.347.817-4	IIC213
7.026.554-k	IIC04D
20.736.946-2	IIC061
19.577.898-1	IIC195
16.421.420-6	TPT116
16.873.641-k	IIC173
14.755.351-k	IIC026
11.047.372-9	TPT042
6.982.973-2	IIC093
21.844.335-4	IIC215
14.361.576-6	IIC046
9.995.164-8	IIC038
10.661.974-3	IIC142
16.929.091-1	IIC198
18.555.369-8	IIC214
13.744.778-9	IIC207
18.810.706-k	IIC205
18.775.043-1	IIC215
13.971.694-9	IIC151
17.039.161-6	IIC114 IIC213
14.839.684-1	IIC05F
14.282.428-k	IIC04E
14.277.176-4	IIC01E IIC01D
15.181.781-5	IIC115
16.559.006-6	IIC144
12.158.952-4	TPT118
21.974.361-k	IIC177
14.950.743-4	IIC11D
12.633.142-8	IIC133
12.575.022-2	IIC032
18.001.152-8	IIC046
19.822.736-6	IIC151
20.544.568-4	IIC05B
6.182.107-4	IIC214
21.173.748-4	TPT019
13.637.635-7	IIC09D
7.831.400-1	IIC049 IIC04A
6.335.349-3	IIC131
6.599.482-8	IIC162
9.154.953-k	IIC136
12.212.860-1	IIC176
20.151.376-6	IIC083
16.294.386-3	IIC029
19.683.169-k	IIC153
12.246.855-k	IIC03G
21.266.546-k	IIC057
18.451.634-9	IIC132
18.713.488-9	IIC126
15.621.514-7	IIC154
15.828.975-k	IIC059
8.503.596-7	IIC02C
10.457.956-6	IIC136
9.094.223-9	IIC203
5.027.381-4	IIC06C
16.038.681-9	TPT10A
9.495.661-7	IIC173
6.026.708-1	IIC213
21.346.490-6	IIC085 IIC141
12.545.983-8	IIC059
18.239.391-6	IIC02B
11.690.176-5	IIC087
16.841.983-k	IIC191
9.554.294-8	IIC136 IIC137
12.463.715-5	IIC02D
18.944.789-2	IIC03E
9.564.152-k	IIC174
17.081.846-6	IIC211
7.221.066-2	IIC03A
14.376.266-1	IIC207
6.288.971-3	IIC03D
11.411.676-9	TPT082
16.911.665-2	IIC197
19.781.457-8	IIC092
10.976.020-k	TPT132
7.742.838-k	IIC06D
14.312.917-9	IIC192
6.620.135-k	IIC123
12.322.769-7	IIC019
16.047.002-k	IIC152 IIC096
17.599.541-2	IIC013
8.284.281-k	TPT085
13.405.778-5	IIC01G
17.486.876-k	IIC02G
6.812.950-8	IIC192
11.000.096-k	IIC168
14.727.942-6	IIC02A
21.769.978-9	IIC175
17.444.431-5	IIC09D
8.760.818-2	IIC164
13.157.886-5	IIC06B
21.186.680-2	IIC144
9.925.839-k	TPT075
20.414.864-3	TPT015
21.590.197-1	IIC142
6.154.744-4	IIC177
14.748.412-7	IIC06D
20.040.164-6	IIC093
15.049.649-7	IIC206
21.552.330-6	IIC206 IIC207
19.480.006-1	IIC204
9.984.952-5	TPT08B
20.171.150-9	IIC183
20.102.393-9	IIC083
11.960.419-2	IIC06G
15.212.183-k	IIC06D
15.647.281-6	IIC182
14.167.469-2	IIC162
18.835.386-k	IIC018
17.615.285-k	IIC048
5.589.600-3	TPT02J
17.001.499-5	IIC012 IIC011
15.262.386-k	IIC203
10.621.273-2	IIC178
14.409.000-4	IIC182
5.034.076-7	IIC03C
20.623.744-9	IIC137
18.643.878-7	IIC213
10.249.425-3	IIC07E
16.043.233-k	IIC06G
9.539.461-2	IIC132
7.673.795-9	IIC064
13.026.221-k	IIC127
21.950.455-1	IIC102
11.174.812-8	IIC11E
15.378.737-9	IIC064
8.466.708-k	IIC132
18.402.371-7	IIC09D
12.314.332-9	TPT109
16.805.086-k	IIC02D
14.723.813-4	IIC138
15.617.215-4	TPT107
17.807.762-7	IIC052
5.545.063-3	IIC111
21.514.635-9	IIC034
7.129.080-8	IIC033
14.969.846-9	TPT02E
12.492.872-9	IIC09A
21.048.184-2	IIC171
10.183.741-6	IIC11B
8.668.640-6	IIC062
21.692.429-k	IIC153
10.740.832-k	IIC03D
12.044.544-8	IIC05F
13.603.486-3	IIC024
17.815.066-9	IIC125
18.543.339-k	IIC069
7.004.711-k	IIC044
16.134.386-2	IIC166
13.290.871-k	IIC016
20.357.171-2	TPT098 IIC04G
19.209.775-4	IIC204
7.006.144-9	IIC08E IIC144
9.028.293-k	TPT032
9.890.055-1	IIC07D
17.827.685-9	IIC064
16.581.231-k	IIC164
19.728.484-6	IIC01B
11.012.943-2	IIC097
8.135.715-3	IIC191
5.780.136-k	IIC207
17.200.577-2	IIC171
13.592.528-4	IIC151
14.532.117-4	TPT051
15.505.404-2	IIC01C
9.390.674-8	IIC06F
18.128.152-9	IIC085
17.377.532-6	IIC03A
12.478.133-7	IIC164
7.908.320-8	IIC126
16.619.583-7	IIC075
16.009.423-k	IIC194
11.270.878-2	IIC095
13.107.314-3	IIC217 IIC11A
7.471.650-4	IIC212
17.431.889-1	IIC11B
6.638.270-2	IIC098
19.534.688-7	IIC09D
19.173.583-8	TPT02D TPT02E
8.364.816-3	IIC022
6.275.498-2	IIC178
15.232.168-6	IIC124
15.985.192-3	IIC163
19.537.326-4	IIC211
5.735.354-6	IIC05B
6.098.535-9	IIC118
6.000.286-k	IIC08D
9.506.018-8	IIC216
13.717.840-k	IIC068
21.796.696-5	IIC205
19.724.055-5	IIC182
5.392.061-6	IIC08G
19.727.429-8	IIC171
15.599.065-1	TPT076
14.007.261-3	IIC126
9.110.772-4	IIC097
20.877.372-k	IIC193
8.701.212-3	IIC089
8.677.639-1	IIC205
7.714.723-3	IIC167
7.833.857-1	IIC203
19.514.917-8	IIC174
20.984.404-4	IIC204
5.545.265-2	IIC208
19.622.919-1	IIC166
17.915.694-6	IIC05B
13.888.759-6	IIC077
9.692.943-9	IIC173
21.995.205-8	IIC05C
5.047.429-1	IIC194
7.703.771-3	IIC165
6.174.683-8	IIC04G IIC04F
19.589.454-k	IIC026
16.799.690-6	IIC01C
9.059.365-k	IIC05E
20.240.253-4	IIC054
7.395.588-2	IIC05E
21.829.774-9	IIC191
6.299.259-k	IIC132
21.633.055-2	IIC02E
17.173.867-9	IIC054
21.836.153-6	IIC116
12.699.774-4	IIC154
6.459.777-9	IIC015
16.977.631-8	IIC142
20.636.995-7	TPT08B TPT08C
14.874.195-6	IIC05B
17.441.066-6	IIC085
9.471.532-6	IIC036
7.234.791-9	TPT035
11.261.468-k	IIC165
14.878.357-8	IIC127
13.300.299-5	IIC039
7.957.850-9	IIC194
11.750.648-7	IIC01B
5.730.894-k	IIC215
9.555.659-k	TPT014
6.509.730-3	IIC092
11.764.454-5	IIC05D
21.027.391-3	IIC122
15.680.924-1	IIC165
21.595.992-9	IIC053
17.003.814-2	IIC086
17.467.078-1	IIC164
11.502.664-k	TPT06D
21.360.376-k	TPT01C
19.319.953-4	IIC08D IIC143
11.511.866-8	IIC073
14.771.370-3	IIC066
19.362.441-3	IIC038
15.890.522-1	TPT073
11.686.960-8	IIC015
12.392.894-6	IIC196
5.175.758-k	IIC212
7.824.643-k	IIC09D
21.734.673-8	IIC056
17.643.658-1	IIC063
17.923.735-k	IIC11G
19.444.783-3	IIC07D
10.063.444-9	IIC132
7.150.594-4	IIC118
15.968.989-1	IIC198
5.696.145-3	TPT06G TPT06F
13.132.412-k	IIC016
14.937.910-k	IIC112
20.530.535-1	IIC08B
17.694.254-1	IIC052
17.916.141-9	IIC027
6.786.740-8	IIC058
18.052.862-8	IIC11A
10.032.395-8	IIC094
17.979.748-8	IIC01G IIC01F
7.490.705-9	IIC172
14.654.082-1	IIC217
13.955.231-8	IIC163
8.361.092-1	TPT06A
20.939.576-2	IIC04C
6.937.241-4	IIC197
19.159.351-k	IIC106
19.094.741-6	IIC204
14.568.669-5	TPT112
11.742.478-2	IIC05C
17.357.683-8	IIC092
19.849.820-3	IIC02G
19.615.469-8	IIC142
20.202.273-1	IIC198
16.178.219-k	IIC079
5.445.682-4	IIC153
10.880.771-7	IIC09B
10.211.266-k	IIC152
14.940.474-k	IIC09E
10.972.777-6	IIC184
14.356.272-7	IIC08E
20.454.446-8	IIC01E IIC01D
5.925.111-2	IIC106
16.922.852-3	TPT041
6.853.186-1	IIC096
21.820.611-5	IIC102
14.727.538-2	IIC01C
14.317.843-9	IIC206
10.675.243-5	IIC173
17.090.926-7	IIC122
7.075.615-3	IIC083
18.400.400-3	IIC06C
12.038.405-8	IIC194
17.808.238-8	IIC08C
9.318.665-6	IIC216
10.102.159-9	IIC03G
9.218.359-9	IIC178
17.744.730-7	IIC204
13.526.132-7	IIC137
9.705.147-k	TPT138
8.987.441-6	IIC121
8.653.076-7	IIC02C
6.933.061-4	IIC06D
18.166.987-k	TPT043
12.754.960-5	IIC038
9.303.291-8	IIC065
19.638.981-4	IIC131
7.780.761-6	IIC138
15.634.067-7	IIC08A
19.367.552-2	IIC164
21.344.008-k	IIC124
7.343.441-6	TPT101
11.056.628-k	IIC181
19.634.460-8	IIC164
14.733.806-6	IIC04B IIC04C
16.014.485-8	IIC151
13.849.232-k	IIC094
13.993.368-k	IIC134
8.416.445-3	IIC044
11.311.931-4	IIC048 IIC047
15.580.474-2	IIC118
12.127.354-3	TPT041
13.628.392-8	IIC063
12.200.215-2	IIC198
15.146.538-2	IIC172
18.411.757-6	IIC084
15.789.525-7	IIC132
6.053.368-7	IIC092
16.757.460-2	IIC09D
17.952.079-6	IIC136
17.978.213-8	TPT06B TPT06C
12.843.305-8	IIC165
18.360.619-k	IIC066
18.937.870-k	IIC051
12.412.710-6	IIC091
7.907.031-9	IIC196
19.942.389-4	IIC138
8.573.733-3	IIC018
15.877.108-k	IIC192
15.700.136-1	IIC03F
21.977.035-9	IIC057
17.647.039-9	TPT08B
21.364.804-7	IIC167
14.486.789-k	TPT066
21.952.041-7	IIC131
13.760.393-4	IIC07E
6.397.810-8	IIC128
20.836.069-8	IIC086
10.706.916-k	TPT134 IIC016
9.713.500-2	IIC01E IIC01D
20.633.383-9	TPT08B
8.684.723-k	IIC026
11.086.319-5	TPT06E
8.778.431-2	IIC056
8.920.540-9	IIC203
14.210.752-k	IIC166
19.165.005-k	IIC152
5.818.831-k	IIC153
20.544.764-4	IIC126
6.104.833-2	IIC01C
19.541.998-1	IIC116
14.341.092-7	IIC03E
13.380.592-3	IIC03G
17.502.764-5	IIC027
13.877.838-k	IIC11B
10.504.611-1	IIC171
9.470.184-8	IIC01A
10.771.782-k	IIC203 IIC202
9.704.483-k	IIC181
7.183.054-3	IIC02C
20.022.594-5	IIC178
18.089.982-k	TPT02F
5.918.591-8	IIC03D
5.342.380-9	IIC171
12.776.009-8	IIC124
10.304.839-7	IIC03B
13.736.141-8	IIC123
6.841.505-5	IIC183
14.199.386-k	IIC01A
10.873.553-8	IIC101
19.464.428-k	IIC131
14.160.167-9	IIC076
15.666.151-1	IIC06G
8.521.528-k	IIC09E
12.640.925-7	IIC191
18.179.346-5	IIC08F
10.237.889-k	IIC121
21.283.487-4	IIC03E
12.262.459-5	IIC211
14.377.335-3	IIC118
9.069.006-k	IIC023
5.050.997-4	TPT03A
16.727.025-5	IIC196
18.020.631-k	IIC03B
12.913.367-8	IIC08E
13.678.792-6	IIC198
8.746.803-8	IIC024
16.654.064-k	TPT084
19.055.233-k	IIC121
21.352.135-7	IIC069
6.473.295-1	IIC08A
13.263.963-9	IIC075
21.367.980-5	IIC193
11.516.356-6	IIC06B
21.716.996-8	IIC216
5.335.514-5	IIC205
16.224.885-5	IIC122
11.329.670-4	IIC07A
11.577.344-5	IIC072
8.114.479-6	IIC06E
18.318.856-9	IIC125
15.120.358-2	IIC09B
11.129.470-4	TPT097
19.811.046-9	IIC207
21.714.238-5	IIC121
20.649.005-5	IIC174
7.202.418-4	IIC09F
14.741.589-3	IIC04C
10.363.608-6	IIC121
20.787.483-3	IIC06E
6.902.205-7	IIC142
20.342.045-5	IIC194
14.700.615-2	IIC106
15.074.550-k	IIC073
12.309.885-4	IIC08C
21.217.249-9	IIC181
8.755.019-2	TPT086
10.709.868-2	IIC069
10.828.432-3	IIC08C
17.702.873-8	IIC081
19.982.057-5	IIC194
17.567.135-8	IIC118
15.458.905-8	IIC095
19.627.859-1	TPT104
11.113.403-k	IIC03G
8.877.057-9	IIC191
8.750.990-7	IIC138
5.510.394-1	IIC03F
21.260.232-9	IIC082
9.509.206-3	IIC204
17.540.583-6	IIC09B
16.920.909-k	IIC132 IIC133
